episode,episode_reward,game_score,max_tile,episode_length,epsilon,loss
3746,1874.2,1672,128,215,0.03,12.816623
3747,1482.52,1324,128,184,0.03,13.103091
3748,2943.84,2324,256,204,0.03,15.120871
3749,1611.32,1396,128,188,0.03,17.021309
3750,2784.16,2612,256,376,0.03,13.795356
3751,932.48,1696,128,470,0.03,15.552295
3752,1430.56,1108,128,116,0.03,17.468672
3753,1515.04,1416,128,193,0.03,14.237287
3754,2206.44,2488,256,485,0.03,14.029907
3755,1412.24,1588,128,304,0.03,12.815921
3756,1184.8,992,128,123,0.03,11.296845
3757,-1830.0,796,64,802,0.03,10.478779
3758,-1497.52,1340,128,945,0.03,18.076494
3759,2964.88,2820,256,407,0.03,16.630856
3760,1261.92,1320,128,227,0.03,13.671991
3761,2111.48,2028,128,301,0.03,19.875454
3762,1551.36,1336,128,164,0.03,17.035591
3763,2424.08,2160,256,261,0.03,14.478004
3764,658.28,1264,128,366,0.03,18.562199
3765,2254.04,3020,256,696,0.03,13.938469
3766,602.84,472,32,76,0.03,11.587641
3767,954.84,744,64,94,0.03,14.121799
3768,1229.6,1316,128,260,0.03,12.579746
3769,2371.6,2992,256,625,0.03,12.741266
3770,2725.92,2140,256,177,0.03,13.956227
3771,312.56,688,64,227,0.03,16.240463
3772,2041.04,2376,256,466,0.03,10.683681
3773,722.32,572,64,78,0.03,18.687082
3774,3370.28,2628,256,222,0.03,14.630761
3775,826.0,648,64,85,0.03,13.893818
3776,-42.72,736,64,338,0.03,17.907169
3777,1422.6,1400,128,221,0.03,11.515049
3778,2085.44,1624,128,165,0.03,12.724956
3779,1013.32,1636,128,424,0.03,15.862142
3780,1888.88,2080,128,380,0.03,16.621607
3781,357.88,1972,256,666,0.03,14.788757
3782,2234.16,2016,256,246,0.03,10.686771
3783,925.32,1312,128,321,0.03,20.173122
3784,1588.36,1324,128,163,0.03,11.55166
3785,676.08,508,64,73,0.03,11.268944
3786,1362.2,1140,128,136,0.03,11.001474
3787,1419.12,1260,128,173,0.03,15.177494
3788,1587.64,1736,128,314,0.03,10.203649
3789,2849.28,2324,256,248,0.03,12.966928
3790,1769.68,2048,128,389,0.03,8.865105
3791,1827.76,1480,128,175,0.03,13.267793
3792,337.28,1112,128,382,0.03,14.972157
3793,2374.4,3080,256,688,0.03,16.407225
3794,2784.36,2528,256,364,0.03,18.918779
3795,1698.24,1348,128,149,0.03,16.224468
3796,1660.68,1364,128,169,0.03,14.238298
3797,1233.36,1292,128,230,0.03,13.513424
3798,2196.56,1900,128,210,0.03,17.919451
3799,3442.52,2992,256,368,0.03,14.051764
3800,1434.6,1688,128,352,0.03,11.840815
3801,2285.96,2372,256,399,0.03,17.721401
3802,734.28,872,64,187,0.03,14.281457
3803,2102.52,2156,256,324,0.03,12.780905
3804,1410.48,1108,128,119,0.03,15.408052
3805,378.48,1172,128,405,0.03,14.930676
3806,1549.4,1312,128,162,0.03,14.405274
3807,445.92,656,64,185,0.03,15.572213
3808,1451.44,1556,128,304,0.03,10.185566
3809,1882.88,1612,128,217,0.03,10.76748
3810,767.56,904,64,203,0.03,16.209637
3811,1995.32,1644,128,196,0.03,19.742378
3812,1777.08,1652,128,227,0.03,14.80915
3813,952.64,1784,128,470,0.03,14.670242
3814,1741.96,1648,128,275,0.03,15.953673
3815,1550.88,1308,128,161,0.03,11.442688
3816,1760.0,1712,128,290,0.03,17.727058
3817,841.2,644,64,90,0.03,15.878027
3818,626.92,1664,128,548,0.03,13.742914
3819,238.84,1112,128,391,0.03,15.718052
3820,620.08,504,32,78,0.03,20.072783
3821,652.24,1188,128,342,0.03,13.875074
3822,894.56,700,64,90,0.03,12.260674
3823,2940.44,2504,256,295,0.03,13.09054
3824,686.68,660,64,127,0.03,14.726973
3825,1574.76,1412,128,200,0.03,10.944435
3826,1735.96,1920,128,369,0.03,14.920305
3827,3125.92,2824,256,357,0.03,16.890678
3828,1326.2,1204,128,179,0.03,17.525084
3829,2001.56,1968,128,329,0.03,18.748295
3830,2177.24,2916,256,625,0.03,11.430923
3831,1793.32,2264,256,458,0.03,14.234871
3832,2061.32,2868,256,654,0.03,18.20739
3833,483.8,1428,128,474,0.03,18.79122
3834,2332.64,2512,256,453,0.03,13.805261
3835,1525.56,1348,128,191,0.03,17.716616
3836,2656.56,2312,256,269,0.03,18.366076
3837,2963.88,3000,256,511,0.03,11.93681
3838,1339.28,1080,128,117,0.03,15.919273
3839,1420.36,1400,128,238,0.03,13.64538
3840,243.36,716,64,266,0.03,15.431852
3841,496.24,552,64,132,0.03,13.417002
3842,763.32,648,64,105,0.03,15.817438
3843,3126.76,2828,256,366,0.03,15.676385
3844,1507.4,1204,128,127,0.03,14.314146
3845,3001.88,3088,256,506,0.03,10.7882
3846,794.72,1160,128,285,0.03,16.607922
3847,597.44,576,64,113,0.03,12.932235
3848,1191.48,1420,128,312,0.03,13.786923
3849,3179.32,2520,256,227,0.03,21.391932
3850,1608.6,1368,128,180,0.03,16.134632
3851,1404.68,2296,256,553,0.03,13.23602
3852,1363.52,1068,128,111,0.03,19.00655
3853,1168.16,936,128,99,0.03,16.011959
3854,709.12,668,64,122,0.03,16.299974
3855,680.12,580,64,97,0.03,15.451758
3856,1419.6,1120,128,128,0.03,11.482313
3857,-64.68,2460,256,995,0.03,12.441208
3858,2594.44,2792,256,485,0.03,16.561863
3859,895.92,760,64,115,0.03,13.600916
3860,2647.68,2428,256,329,0.03,21.520462
3861,1278.24,1456,128,293,0.03,11.236206
3862,720.96,1420,128,418,0.03,12.454432
3863,1503.28,1384,128,198,0.03,16.166443
3864,2990.92,2772,256,372,0.03,9.670536
3865,1626.2,1472,128,196,0.03,20.844162
3866,1308.76,1420,128,281,0.03,14.089924
3867,1138.08,1192,128,198,0.03,12.121177
3868,1755.36,1528,128,209,0.03,13.496767
3869,796.8,616,64,89,0.03,15.149169
3870,-665.04,1728,128,882,0.03,18.357491
3871,921.72,1036,128,204,0.03,14.801893
3872,966.72,764,64,97,0.03,13.707613
3873,1715.72,2472,256,552,0.03,14.057976
3874,3192.28,2452,256,210,0.03,16.583263
3875,1797.88,1460,128,144,0.03,16.88582
3876,3005.08,3220,256,575,0.03,15.777972
3877,989.76,2496,256,761,0.03,13.276722
3878,1161.92,1360,128,270,0.03,13.56377
3879,1412.24,1120,128,118,0.03,13.385327
3880,1235.96,1312,128,242,0.03,16.086422
3881,1727.52,1588,128,231,0.03,15.552662
3882,4139.24,3712,256,423,0.03,12.035265
3883,847.56,760,64,115,0.03,16.088356
3884,2366.56,2388,256,377,0.03,13.866312
3885,805.48,620,64,86,0.03,13.833195
3886,1560.16,2224,256,478,0.03,19.134724
3887,1323.48,1040,128,115,0.03,20.362452
3888,1397.4,1196,128,158,0.03,13.735298
3889,5347.76,4588,512,517,0.03,11.16276
3890,1050.44,1704,128,443,0.03,16.442932
3891,1274.84,1216,128,215,0.03,11.239192
3892,760.76,1436,128,427,0.03,17.43235
3893,2405.4,2412,256,354,0.03,18.070757
3894,1719.04,1424,128,173,0.03,16.03718
3895,1353.64,2040,128,494,0.03,13.998731
3896,2334.92,2124,256,268,0.03,9.997562
3897,1059.68,1516,128,387,0.03,13.132938
3898,1390.76,1408,128,246,0.03,13.046447
3899,1031.96,996,128,151,0.03,14.411898
3900,1422.44,1140,128,134,0.03,14.130795
3901,312.92,236,16,50,0.03,22.044737
3902,1215.08,1180,128,174,0.03,13.132617
3903,2350.04,2048,256,221,0.03,12.348299
3904,1693.08,1436,128,183,0.03,15.784126
3905,1910.48,1648,128,188,0.03,14.942261
3906,1109.72,1340,128,282,0.03,11.774788
3907,3148.32,2848,256,380,0.03,18.440434
3908,2345.56,2872,256,592,0.03,15.291205
3909,2902.16,3068,256,562,0.03,16.520596
3910,1991.4,1812,128,250,0.03,11.102553
3911,1587.52,1240,128,131,0.03,9.340076
3912,2809.0,2312,256,270,0.03,15.401516
3913,593.8,708,64,165,0.03,14.360106
3914,842.6,1256,128,313,0.03,12.853258
3915,3098.32,2820,256,388,0.03,21.499176
3916,901.96,1000,64,208,0.03,14.654302
3917,858.16,800,64,136,0.03,15.656857
3918,2940.32,2320,256,216,0.03,12.51898
3919,693.76,720,64,140,0.03,19.487804
3920,589.0,856,64,215,0.03,16.069578
3921,1453.2,1360,128,206,0.03,12.938206
3922,921.08,1296,128,316,0.03,16.413908
3923,1796.2,1392,128,143,0.03,14.737191
3924,1386.08,1120,128,124,0.03,8.52809
3925,730.6,580,64,80,0.03,17.627119
3926,1623.96,1456,128,202,0.03,12.170464
3927,789.96,828,64,156,0.03,17.762339
3928,1613.2,1724,128,327,0.03,17.971952
3929,3042.08,3068,256,500,0.03,10.98375
3930,1416.72,1364,128,219,0.03,11.924716
3931,1351.28,1112,128,133,0.03,14.443035
3932,1000.76,812,64,97,0.03,13.426173
3933,952.12,1292,128,286,0.03,13.467761
3934,1681.56,1972,128,370,0.03,11.656462
3935,801.32,1472,128,411,0.03,11.428271
3936,419.56,600,64,172,0.03,12.647964
3937,1499.36,1204,128,124,0.03,16.502453
3938,654.32,1092,128,293,0.03,11.071778
3939,1807.08,1460,128,172,0.03,15.508174
3940,5568.76,5052,512,696,0.03,12.749063
3941,782.04,648,64,99,0.03,12.220264
3942,749.2,572,64,78,0.03,17.388397
3943,1183.0,964,64,115,0.03,10.968087
3944,1013.52,984,128,172,0.03,14.416173
3945,947.2,928,128,151,0.03,19.485468
3946,608.48,1264,128,371,0.03,16.767706
3947,1242.44,1280,128,223,0.03,10.592763
3948,2837.8,3108,256,585,0.03,16.279846
3949,480.4,744,64,214,0.03,10.274324
3950,2582.76,3024,256,617,0.03,9.919631
3951,663.4,532,64,69,0.03,12.364299
3952,913.44,1368,128,342,0.03,11.491014
3953,1286.16,1084,128,138,0.03,14.700808
3954,1793.12,1392,128,143,0.03,15.893136
3955,1865.0,1596,128,186,0.03,13.761475
3956,658.84,544,64,86,0.03,17.413544
3957,1355.52,1088,128,117,0.03,11.137619
3958,-210.16,712,64,380,0.03,14.132925
3959,1196.2,3252,256,1063,0.03,13.592569
3960,1666.84,1420,128,190,0.03,15.907921
3961,3518.92,3080,256,377,0.03,17.755894
3962,1906.32,2340,256,474,0.03,11.618353
3963,1302.44,1504,128,321,0.03,10.15753
3964,900.84,704,64,94,0.03,16.900734
3965,1334.8,1280,128,214,0.03,16.859678
3966,1347.6,1084,128,120,0.03,13.351665
3967,1996.48,1636,128,196,0.03,18.548641
3968,1910.68,1488,128,155,0.03,12.696619
3969,2750.88,2152,128,208,0.03,13.682137
3970,636.84,1448,128,452,0.03,16.912609
3971,2584.96,2992,256,582,0.03,12.688349
3972,954.04,752,64,93,0.03,15.067784
3973,580.72,1008,64,289,0.03,15.860743
3974,-119.4,980,64,443,0.03,12.776609
3975,1056.52,832,64,109,0.03,13.217516
3976,2686.72,2292,256,228,0.03,18.102329
3977,1312.88,2200,256,538,0.03,13.352215
3978,3050.88,3060,256,493,0.03,12.63017
3979,2725.64,2140,256,199,0.03,16.436245
3980,2094.04,1876,128,219,0.03,13.369076
3981,1185.84,968,128,106,0.03,13.133078
3982,1112.68,1472,128,339,0.03,15.553098
3983,1144.28,924,64,114,0.03,14.470281
3984,781.48,608,64,82,0.03,17.964691
3985,1392.04,1332,128,206,0.03,17.476027
3986,1368.12,1220,128,155,0.03,14.306931
3987,-121.08,740,64,369,0.03,12.692387
3988,2468.48,2464,256,412,0.03,17.674168
3989,1468.48,1580,128,279,0.03,17.621414
3990,862.64,660,64,88,0.03,16.717733
3991,2067.88,2340,256,426,0.03,15.250927
3992,1381.56,1488,128,281,0.03,10.508423
3993,2079.76,1636,128,166,0.03,24.310656
3994,1124.32,1092,128,177,0.03,16.340322
3995,1338.32,1320,128,221,0.03,15.759295
3996,2159.2,3336,256,865,0.03,16.245708
3997,3103.28,2548,256,260,0.03,13.70524
3998,2630.72,2452,256,326,0.03,15.329535
3999,917.28,1336,128,333,0.03,15.131054
4000,597.64,1436,128,459,0.03,13.590369
4001,1425.12,1328,128,200,0.03,12.993108
4002,2466.56,2260,256,288,0.03,15.147853
4003,1421.0,1276,128,180,0.03,11.079775
4004,1157.32,1072,128,162,0.03,16.384378
4005,458.88,1732,128,595,0.03,13.933751
4006,2990.24,2420,256,236,0.03,16.045656
4007,796.36,1360,128,358,0.03,14.244858
4008,918.64,728,64,99,0.03,13.554687
4009,3831.12,2896,256,241,0.03,15.457508
4010,1847.28,2036,256,347,0.03,12.230594
4011,3083.56,2620,256,320,0.03,14.012068
4012,587.88,748,64,186,0.03,18.181551
4013,1011.96,1796,128,486,0.03,11.08198
4014,881.28,1532,128,413,0.03,14.473713
4015,349.72,1072,128,369,0.03,12.108383
4016,-7.56,680,64,292,0.03,14.596307
4017,734.84,576,64,78,0.03,14.605429
4018,1637.44,1484,128,208,0.03,8.475945
4019,1574.68,1624,128,263,0.03,16.233849
4020,1643.48,1480,128,210,0.03,13.779926
4021,3155.36,2496,256,242,0.03,19.959175
4022,1391.44,1148,128,130,0.03,16.769512
4023,2378.28,2028,256,215,0.03,18.901012
4024,999.96,860,64,130,0.03,20.607822
4025,1739.36,2372,256,535,0.03,11.966288
4026,1131.68,1388,128,287,0.03,16.9984
4027,1571.76,1544,128,247,0.03,11.447432
4028,796.28,1416,128,403,0.03,15.132587
4029,2654.8,3032,256,589,0.03,18.669165
4030,353.6,1104,128,370,0.03,16.300329
4031,840.12,1052,128,231,0.03,17.734795
4032,202.56,1580,128,620,0.03,13.811821
4033,1464.96,2676,256,749,0.03,11.971836
4034,1279.08,1016,128,115,0.03,15.582469
4035,1522.44,2652,256,730,0.03,15.315551
4036,937.16,728,64,95,0.03,9.724445
4037,1949.08,2068,256,344,0.03,16.177315
4038,788.04,1056,128,243,0.03,17.083815
4039,692.12,784,64,159,0.03,15.079358
4040,2173.96,2336,256,403,0.03,11.85593
4041,3323.68,2728,256,265,0.03,13.020828
4042,1488.88,1396,128,224,0.03,15.778876
4043,1682.44,1620,128,218,0.03,14.06144
4044,2611.6,2880,256,531,0.03,17.05876
4045,1206.84,1368,128,283,0.03,16.439692
4046,2632.0,3012,256,583,0.03,15.481839
4047,1205.04,944,128,102,0.03,13.087646
4048,185.4,1660,128,636,0.03,20.019505
4049,641.8,1100,128,297,0.03,13.12092
4050,1329.56,2056,256,488,0.03,17.391579
4051,927.96,748,64,101,0.03,15.987463
4052,1046.88,1040,128,181,0.03,15.203929
4053,562.64,696,64,176,0.03,13.550443
4054,1090.36,856,64,107,0.03,17.033104
4055,1097.56,1212,128,234,0.03,14.313371
4056,-449.48,1508,128,725,0.03,14.75617
4057,1502.96,1332,128,192,0.03,13.474814
4058,805.12,636,64,86,0.03,13.832153
4059,1718.0,1352,128,142,0.03,16.222839
4060,1428.44,1212,128,145,0.03,10.516535
4061,1253.44,996,128,109,0.03,12.573978
4062,2464.52,2952,256,610,0.03,14.39922
4063,2298.16,3024,256,663,0.03,15.665067
4064,1747.24,1456,128,170,0.03,13.094024
4065,1195.28,1352,128,267,0.03,17.134212
4066,1507.56,1388,128,214,0.03,14.973174
4067,1315.28,1228,128,172,0.03,11.788014
4068,1584.92,1252,128,128,0.03,15.043904
4069,1161.96,1176,128,218,0.03,13.10007
4070,1511.0,1160,128,124,0.03,11.837621
4071,345.16,1224,128,431,0.03,17.60593
4072,1171.8,1124,128,172,0.03,15.191177
4073,211.52,1036,128,385,0.03,11.55383
4074,837.68,644,64,87,0.03,17.099522
4075,1457.04,1168,128,120,0.03,13.159177
4076,2580.08,2996,256,600,0.03,14.329276
4077,2774.76,2784,256,444,0.03,16.253897
4078,1336.08,2844,256,830,0.03,13.461214
4079,1146.12,1264,128,234,0.03,12.591802
4080,1382.52,1120,128,125,0.03,13.290023
4081,3936.52,3072,256,299,0.03,17.357141
4082,1700.04,1388,128,144,0.03,12.445729
4083,405.36,1192,64,395,0.03,17.586988
4084,2939.72,2332,256,231,0.03,14.071864
4085,2547.32,2416,256,342,0.03,15.077729
4086,1793.08,2264,256,484,0.03,22.342493
4087,823.84,1460,128,414,0.03,12.918262
4088,1473.52,1164,128,130,0.03,13.743888
4089,1744.92,1332,128,139,0.03,15.047901
4090,691.92,1296,128,365,0.03,10.396626
4091,1901.36,1460,128,155,0.03,14.999409
4092,853.6,1360,128,350,0.03,12.872017
4093,1637.24,2816,256,730,0.03,15.77142
4094,3631.52,3228,256,437,0.03,18.89291
4095,1077.68,868,64,106,0.03,15.831826
4096,760.08,1372,128,380,0.03,15.957493
4097,2694.52,2444,256,329,0.03,17.57197
4098,1337.68,1412,128,262,0.03,15.834074
4099,1611.48,1284,128,131,0.03,16.401463
4100,1657.44,1336,128,141,0.03,15.887428
4101,1762.2,1400,128,151,0.03,19.487186
4102,1657.4,1296,128,135,0.03,15.978742
4103,867.72,844,64,147,0.03,12.078634
4104,2229.88,1792,128,174,0.03,12.637772
4105,1954.32,1540,128,154,0.03,16.681271
4106,1659.68,1312,128,135,0.03,20.486105
4107,477.16,996,128,298,0.03,19.573364
4108,1695.24,1348,128,139,0.03,10.800076
4109,2307.76,2352,256,371,0.03,14.56988
4110,1486.96,1196,128,123,0.03,20.126591
4111,1599.44,1324,128,149,0.03,15.20747
4112,1822.6,2876,256,734,0.03,18.711386
4113,3691.36,2936,256,271,0.03,11.852154
4114,1570.84,1212,128,126,0.03,9.947465
4115,1148.4,1020,128,136,0.03,17.787498
4116,2751.6,2424,256,267,0.03,15.279698
4117,2874.24,2288,256,200,0.03,17.00939
4118,1839.2,1728,128,231,0.03,12.439979
4119,2786.32,2324,256,241,0.03,11.991787
4120,2064.76,2236,256,392,0.03,15.978148
4121,2338.64,1832,128,176,0.03,13.366903
4122,1791.96,1484,128,182,0.03,13.83217
4123,2245.12,2020,256,244,0.03,13.236586
4124,1665.36,1308,128,134,0.03,13.862022
4125,581.56,1348,128,424,0.03,18.012867
4126,4179.12,3212,256,316,0.03,12.581079
4127,1309.64,1040,128,114,0.03,20.844301
4128,1229.12,1036,128,133,0.03,17.726847
4129,227.4,1160,128,439,0.03,14.922957
4130,1264.24,1124,128,157,0.03,15.724467
4131,-453.84,1392,128,699,0.03,16.080368
4132,2907.52,2276,256,188,0.03,13.812387
4133,1630.68,1500,128,212,0.03,15.211427
4134,1746.88,1728,128,284,0.03,17.153328
4135,1003.8,1328,128,300,0.03,11.575107
4136,3315.92,2904,256,362,0.03,15.556806
4137,1171.32,1316,128,262,0.03,16.878216
4138,2205.56,3088,256,709,0.03,15.267626
4139,862.4,700,64,103,0.03,12.731746
4140,1031.04,816,64,96,0.03,8.415928
4141,1895.24,1512,128,166,0.03,23.110573
4142,907.28,764,64,110,0.03,12.186333
4143,1006.0,1204,128,248,0.03,21.509295
4144,552.04,684,64,170,0.03,17.998077
4145,1869.04,1524,128,148,0.03,19.490133
4146,1105.72,908,64,123,0.03,18.763626
4147,1755.88,1376,128,145,0.03,12.737247
4148,1516.12,1200,128,124,0.03,13.940113
4149,2776.72,2356,256,250,0.03,13.093686
4150,3041.08,2924,256,450,0.03,16.449451
4151,1720.52,1628,128,254,0.03,17.908852
4152,1894.24,2456,256,558,0.03,18.553019
4153,585.56,460,32,73,0.03,14.36214
4154,1248.32,2376,256,648,0.03,18.324715
4155,1105.64,1124,128,193,0.03,12.908117
4156,2649.92,2324,256,288,0.03,10.582224
4157,3853.0,3036,256,292,0.03,16.968346
4158,497.52,708,64,199,0.03,13.244227
4159,827.12,644,64,85,0.03,14.55439
4160,1072.04,868,64,104,0.03,11.508836
4161,1344.52,1064,128,117,0.03,13.197365
4162,1130.08,1104,128,188,0.03,18.37031
4163,1581.0,1260,128,134,0.03,8.549546
4164,2174.6,2264,256,363,0.03,12.096906
4165,1468.32,3056,256,884,0.03,10.50827
4166,3163.68,3152,256,518,0.03,16.53792
4167,1535.4,1304,128,167,0.03,11.756982
4168,3062.64,2380,256,212,0.03,21.056637
4169,800.44,692,64,108,0.03,18.403898
4170,3102.72,2444,256,236,0.03,19.437155
4171,1988.44,1640,128,189,0.03,16.58218
4172,1325.92,1428,128,271,0.03,16.341372
4173,1279.28,1048,128,123,0.03,14.924631
4174,1683.72,1356,128,152,0.03,23.458317
4175,1587.84,1276,128,136,0.03,12.805258
4176,686.52,536,64,71,0.03,15.192434
4177,523.8,1020,128,307,0.03,17.498819
4178,3894.08,3644,256,546,0.03,14.746414
4179,1541.2,1404,128,200,0.03,11.199732
4180,601.48,560,64,106,0.03,16.663912
4181,2756.8,2208,256,224,0.03,19.350824
4182,1647.44,1296,128,132,0.03,16.879854
4183,1703.64,2164,128,463,0.03,16.044205
4184,2037.32,1736,128,184,0.03,12.495052
4185,790.48,656,64,98,0.03,16.537905
4186,970.04,908,64,146,0.03,13.765105
4187,1845.8,1460,128,151,0.03,17.434656
4188,3042.08,2500,256,247,0.03,13.999319
4189,1178.44,1644,128,404,0.03,15.759054
4190,1337.52,1040,128,113,0.03,11.752953
4191,1822.04,1428,128,150,0.03,18.975174
4192,1908.56,1636,128,213,0.03,15.427294
4193,1322.4,1064,128,109,0.03,15.232725
4194,1389.8,1408,128,248,0.03,14.465135
4195,1474.44,1184,128,142,0.03,16.072456
4196,988.48,988,128,177,0.03,14.661955
4197,1652.68,1356,128,173,0.03,14.634439
4198,1626.8,1288,128,129,0.03,21.394535
4199,1255.8,1272,128,216,0.03,12.25404
4200,898.08,740,64,112,0.03,16.480373
4201,2906.96,2424,256,249,0.03,12.140826
4202,150.4,1364,128,533,0.03,19.400627
4203,1829.84,1448,128,155,0.03,14.321556
4204,-510.52,1164,128,633,0.03,12.887983
4205,2692.92,2780,256,454,0.03,13.602573
4206,1254.76,1536,128,333,0.03,11.861187
4207,925.56,1268,128,294,0.03,12.237227
4208,863.88,1372,128,376,0.03,19.131636
4209,681.32,820,64,199,0.03,13.631172
4210,1499.6,1580,128,292,0.03,14.360755
4211,991.8,1428,128,362,0.03,11.57431
4212,1386.0,1824,128,402,0.03,15.903124
4213,89.36,756,64,317,0.03,13.121517
4214,1306.56,1404,128,270,0.03,13.506224
4215,413.84,308,32,57,0.03,16.906616
4216,459.04,348,32,62,0.03,13.817242
4217,722.2,1012,128,240,0.03,16.392056
4218,1295.4,1408,128,261,0.03,10.48192
4219,1476.52,1172,128,129,0.03,15.165506
4220,3022.96,2688,256,313,0.03,11.277996
4221,-179.0,1568,128,700,0.03,16.856493
4222,901.32,2420,256,765,0.03,18.745508
4223,1696.52,1620,128,250,0.03,15.183294
4224,1260.2,1548,128,328,0.03,14.357183
4225,3991.2,3080,256,295,0.03,19.958927
4226,1530.68,1304,128,155,0.03,13.775291
4227,1242.8,972,128,102,0.03,15.443214
4228,1433.16,1348,128,215,0.03,17.514921
4229,508.8,892,64,259,0.03,11.816877
4230,1383.28,1112,128,128,0.03,16.123407
4231,1778.88,1396,128,147,0.03,15.853275
4232,1585.96,1412,128,194,0.03,18.425495
4233,3213.32,2408,256,205,0.03,12.817513
4234,-152.88,648,64,335,0.03,11.868862
4235,2747.4,3100,256,582,0.03,15.947728
4236,1678.96,1624,128,258,0.03,17.49398
4237,1706.96,1352,128,143,0.03,14.04776
4238,1266.72,1308,128,227,0.03,14.589197
4239,3139.68,2752,256,338,0.03,11.178135
4240,3292.76,3008,256,406,0.03,17.183586
4241,1316.84,1072,64,121,0.03,16.315121
4242,745.16,684,64,124,0.03,10.211962
4243,1386.96,1236,128,146,0.03,15.840918
4244,773.84,728,64,130,0.03,13.663143
4245,865.56,1460,128,406,0.03,13.295382
4246,324.68,676,64,223,0.03,16.080013
4247,1823.96,1440,128,151,0.03,17.507175
4248,683.76,1248,128,350,0.03,18.246174
4249,716.08,556,64,76,0.03,19.91526
4250,717.36,724,64,135,0.03,12.608858
4251,1483.52,2020,128,447,0.03,15.444487
4252,2503.68,2348,256,327,0.03,20.678894
4253,825.48,676,64,92,0.03,16.604439
4254,1552.36,1456,128,225,0.03,12.261429
4255,1234.96,1556,128,346,0.03,13.547377
4256,1431.76,1784,128,377,0.03,16.26643
4257,1739.48,1380,128,146,0.03,14.293298
4258,1156.6,1588,128,369,0.03,15.20344
4259,1331.12,2420,256,657,0.03,11.69982
4260,2074.44,1624,128,171,0.03,16.800327
4261,693.96,532,64,73,0.03,11.864233
4262,2179.6,2044,256,259,0.03,12.358623
4263,256.64,960,64,349,0.03,12.096394
4264,1788.04,1496,128,173,0.03,11.815187
4265,2560.88,2924,256,572,0.03,16.709644
4266,710.8,692,64,130,0.03,12.577362
4267,1434.4,1792,128,401,0.03,13.515636
4268,966.4,1192,128,259,0.03,16.386972
4269,1474.52,2316,256,564,0.03,16.687275
4270,3619.4,3032,256,349,0.03,14.981026
4271,1449.16,1340,128,197,0.03,14.584019
4272,873.6,700,64,97,0.03,14.510168
4273,544.48,616,64,147,0.03,19.089903
4274,3215.76,2948,256,397,0.03,13.234238
4275,2821.6,2352,256,265,0.03,15.48797
4276,2789.92,2552,256,326,0.03,17.898796
4277,2810.0,2648,256,391,0.03,18.844885
4278,532.2,716,64,194,0.03,15.21006
4279,2298.52,2356,256,391,0.03,21.994999
4280,1908.4,1488,128,154,0.03,16.01973
4281,-33.08,1416,128,601,0.03,15.873345
4282,2965.04,2456,256,242,0.03,18.153709
4283,732.28,1396,128,421,0.03,16.340837
4284,3196.48,2932,256,404,0.03,18.555584
4285,1255.72,1340,128,254,0.03,13.791102
4286,2001.52,2004,256,283,0.03,12.736279
4287,3174.24,2832,256,354,0.03,10.713115
4288,1275.32,1084,128,146,0.03,20.21545
4289,2104.96,2156,256,327,0.03,16.468063
4290,1589.44,1404,128,195,0.03,10.79004
4291,1666.52,1416,128,179,0.03,15.300053
4292,1158.92,1528,128,362,0.03,17.43424
4293,3061.16,3440,256,651,0.03,10.214977
4294,1877.24,1676,128,240,0.03,17.568073
4295,1905.36,2620,256,612,0.03,19.504837
4296,860.56,676,64,89,0.03,14.584803
4297,1688.44,1304,128,132,0.03,11.369925
4298,776.92,1048,64,242,0.03,19.545424
4299,2848.76,2760,256,412,0.03,16.819546
4300,2599.56,2444,256,342,0.03,15.735106
4301,860.2,1856,128,550,0.03,15.887479
4302,1670.0,1328,128,138,0.03,12.985716
4303,722.48,568,64,76,0.03,16.265709
4304,2730.8,2784,256,459,0.03,14.209435
4305,1470.36,1224,128,143,0.03,16.14258
4306,2035.68,2168,256,351,0.03,19.516579
4307,1521.64,1376,128,195,0.03,18.804981
4308,1999.08,2736,256,612,0.03,11.864193
4309,1780.64,1404,128,145,0.03,22.723183
4310,-301.12,392,32,269,0.03,12.226311
4311,1667.52,1400,128,172,0.03,17.154444
4312,920.0,948,64,176,0.03,16.625431
4313,410.12,3248,256,1198,0.03,16.172621
4314,636.12,732,64,170,0.03,17.480816
4315,896.28,880,64,155,0.03,15.742572
4316,1182.4,1288,128,248,0.03,22.577173
4317,-1237.32,2508,256,1316,0.03,15.699924
4318,1750.08,1340,128,140,0.03,17.714314
4319,1431.2,1104,128,116,0.03,15.617256
4320,1138.36,1040,64,163,0.03,20.124153
4321,1190.44,940,64,110,0.03,17.207153
4322,1658.6,1296,128,132,0.03,19.911427
4323,1667.48,1376,128,162,0.03,16.347523
4324,1527.2,1288,128,158,0.03,15.59882
4325,1301.76,1596,128,343,0.03,13.357351
4326,694.36,2164,128,721,0.03,12.954867
4327,617.8,1240,128,367,0.03,14.155191
4328,723.2,1352,128,396,0.03,16.72612
4329,1047.44,916,64,132,0.03,16.529476
4330,1271.2,1016,128,110,0.03,16.512247
4331,1659.72,2172,256,461,0.03,10.98093
4332,412.28,1360,128,456,0.03,17.885138
4333,1637.04,1308,128,137,0.03,14.734604
4334,1432.28,1524,128,273,0.03,14.339886
4335,2466.4,2628,256,443,0.03,12.651085
4336,773.28,612,64,81,0.03,11.469423
4337,2036.28,1984,256,284,0.03,19.887762
4338,1404.72,1332,128,199,0.03,12.250673
